"Vegetation","Year","Gradient","Percent_cover"
"ph",1982,113,0.266495015662906
"ph",1982,114,0.25031342293569
"ph",1982,115,0.245408446399692
"ph",1982,116,0.244371369255882
"ph",1982,117,0.23475555063766
"ph",1982,118,0.223093480834644
"ph",1982,119,0.227430507506894
"ph",1982,120,0.238216273983125
"ph",1982,121,0.252534080311241
"ph",1982,122,0.252083919108572
"ph",1982,123,0.235197210202046
"ph",1982,124,0.227715506049596
"ph",1982,125,0.227102221521336
"ph",1982,126,0.230161735122964
"ph",1982,127,0.227099456859434
"ph",1982,128,0.228003492971779
"ph",1982,129,0.226980082391206
"ph",1982,130,0.23190548472015
"ph",1982,131,0.236018501022701
"ph",1982,132,0.226064006481055
"ph",1982,133,0.220113085853723
"ph",1982,134,0.221461576820763
"ph",1982,135,0.226748777849339
"ph",1982,136,0.222653619239162
"ph",1982,137,0.217635083002748
"ph",1982,138,0.217450296125327
"ph",1982,139,0.211158376137627
"ph",1982,140,0.209358282897221
"ph",1982,141,0.21507415290643
"ph",1982,142,0.215870788631575
"ph",1982,143,0.215533980581741
"ph",1982,144,0.212713933956313
"ph",1982,145,0.206612858120569
"ph",1982,146,0.206300666720673
"ph",1982,147,0.203213732654036
"ph",1982,148,0.195055386613858
"ph",1982,149,0.180672516901761
"ph",1982,150,0.175720771892216
"ph",1982,151,0.181257163587228
"ph",1982,152,0.178092079075701
"ph",1982,153,0.172818313237407
"ph",1982,154,0.176526222726896
"ph",1982,155,0.180218853543939
"ph",1982,156,0.174336806868005
"ph",1982,157,0.171376413613552
"ph",1982,158,0.171112377273955
"ph",1982,159,0.164962980415828
"ph",1982,160,0.160445935784844
"ph",1982,161,0.165864033989867
"ph",1982,162,0.1715725462656
"ph",1982,163,0.162792195309975
"ph",1982,164,0.157023344496822
"ph",1982,165,0.15535231765143
"ph",1982,166,0.154473004676232
"ph",1982,167,0.154275092936803
"ph",1982,168,0.151762964618611
"ph",1982,169,0.147165821745878
"ph",1982,170,0.133876672183203
"ph",1982,171,0.122626961330095
"ph",1982,172,0.120090119894692
"ph",1982,173,0.114815682121516
"ph",1982,174,0.108969451833029
"ph",1982,175,0.107430904449578
"ph",1982,176,0.11111111111069
"ph",1982,177,0.106781069505392
"ph",1982,178,0.0995302074178595
"ph",1982,179,0.0920378464527281
"ph",1982,180,0.0864326847547727
"ph",1982,181,0.0854814473419547
"ph",1982,182,0.076347082090374
"ph",1982,183,0.0545979358556821
"ph",1982,184,0.0366961604751706
"ph",1982,185,0.0315779239450755
"ph",1982,186,0.0333496563033853
"ph",1982,187,0.0312436807103495
"ph",1982,188,0.022332768261891
"ph",1982,189,0.00600499908616892
"ph",1982,190,5.50548418872966e-06
"ph",1982,191,0
"ph",1982,192,0
"ph",1982,193,0
"ph",1982,194,0
"ph",1982,195,0
"ph",1982,196,0
"ph",1982,197,0
"ph",1982,198,0
"ph",1982,199,0
"ph",1982,200,0
"ph",1982,201,0
"ph",1982,202,0
"ph",1982,203,0
"ph",1982,204,0
"ph",1982,205,0
"ph",1982,206,0
"ph",1982,207,0
"ph",1982,208,0
"ph",1982,209,0
"ph",1982,210,0
"ph",1982,211,0
"ph",1982,212,0
"ph",1982,213,0
"ph",1982,214,0
"ph",1982,215,0
"ph",1982,216,0
"ph",1982,217,0
"ph",1982,218,0
"ph",1982,219,0
"ph",1982,220,0
"ph",1982,221,0
"ph",1982,222,0
"ph",1982,223,0
"ph",1982,224,0
"ph",1982,225,0
"ph",1982,226,0
"ph",1982,227,0
"ph",1982,228,0
"ph",1982,229,0
"ph",1982,230,0
"ph",1982,231,0
"ph",1982,232,0
"ph",1982,233,0
"ph",1982,234,0
"ph",1982,235,0
"ph",1982,236,0
"ph",1982,237,0
"ph",1982,238,0
"ph",1982,239,0
"ph",1982,240,0
"ph",1982,241,0
"ph",1982,242,0
"ph",1982,243,0
"ph",1982,244,0
"ph",1982,245,0
"ph",1982,246,0
"ph",1982,247,0
"ph",1982,248,0
"ph",1982,249,0
"ph",1982,250,0
"ph",1982,251,0
"ph",1982,252,0
"ph",1982,253,0
"ph",1982,254,0
"ph",1982,255,0
"ph",1982,256,0
"ph",1982,257,0
"ph",1982,258,0
"ph",1982,259,0
"ph",1982,260,0
"ph",1982,261,0
"ph",1982,262,0
"ph",1982,263,0
"ph",1982,264,0
"ph",1982,265,0
"ph",1982,266,0
"ph",1982,267,0
"ph",1982,268,0
"ph",1982,269,0
"ph",1982,270,0
"ph",1982,271,0
"ph",1982,272,0
"ph",1982,273,0
"ph",1982,274,0
"ph",1982,275,0
"ph",1982,276,0
"ph",1982,277,0
"ph",1982,278,0
"ph",1982,279,0
"ph",1982,280,0
"ph",1982,281,0
"ph",1982,282,0
"ph",1982,283,0
"ph",1982,284,0
"ph",1982,285,0
"ph",1982,286,0
"ph",1982,287,0
"ph",1982,288,0
"ph",1982,289,0
"ph",1982,290,0
"ph",1982,291,0
"ph",1982,292,0
"ph",1982,293,0
"ph",1982,294,0
"ph",1982,295,0
"ph",1982,296,0
"ph",1982,297,0
"ph",1982,298,0
"ph",1982,299,0
"ph",1982,300,0
"ph",1982,301,0
"ph",1982,302,0
"ph",1982,303,0
"ph",1982,304,0
"ph",1982,305,0
"ph",1982,306,0
"ph",1982,307,0
"ph",1982,308,0
"ph",1982,309,0
"ph",1982,310,0
"ph",1982,311,0
"ph",1982,312,0
"ph",1982,313,0
"ph",1982,314,0
"ph",1982,315,0
"ph",1982,316,0
"ph",1982,317,0
"ph",1982,318,0
"ph",1982,319,0
"ph",1982,320,0
"ph",1982,321,0
"ph",1982,322,0
"ph",1982,323,0
"ph",1982,324,0
"ph",1982,325,0
"ph",1982,326,0
"ph",1982,327,0
"ph",1982,328,0
"ph",1982,329,0
"ph",1982,330,0
"ph",1982,331,0
"ph",1982,332,0
"ph",1982,333,0
"ph",1982,334,0
"ph",1982,335,0
"ph",1982,336,0
"ph",1982,337,0
"ph",1982,338,0
"ph",1982,339,0
"ph",1982,340,0
"ph",1982,341,0
"ph",1982,342,0
"ph",1982,343,0
"ph",1982,344,0
"ph",1982,345,0
"ph",1982,346,0
"ph",1982,347,0
"ph",1982,348,0
"ph",1982,349,0
"ph",1982,350,0
"ph",1982,351,0
"ph",1982,352,0
"ph",1982,353,0
"ph",1982,354,0
"ph",1982,355,0
"ph",1982,356,0
"ph",1982,357,0
"ph",1982,358,0
"ph",1982,359,0
"ph",1982,360,0
"ph",1982,361,0
"ph",1982,362,0
"ph",1982,363,0
"ph",1982,364,0
"ph",1982,365,0
"ph",1982,366,0
"ph",1982,367,0
"ph",1982,368,0
"ph",1982,369,0
"ph",1982,370,0
"ph",1982,371,0
"ph",1982,372,0
"ph",1982,373,0
"ph",1982,374,0
"ph",1982,375,0
"ph",1982,376,0
"ph",1982,377,0
"ph",1982,378,0
"ph",1982,379,0
"ph",1982,380,0
"ph",1982,381,0
"ph",1982,382,0
"ph",1982,383,0
"ph",1982,384,0
"ph",1982,385,0
"ph",1982,386,0
"ph",1982,387,0
"ph",1982,388,0
"ph",1982,389,0
"ph",1982,390,0
"ph",1982,391,0
"ph",1982,392,0
"ph",1982,393,0
"ph",1982,394,0
"ph",1982,395,0
"ph",1982,396,0
"ph",1982,397,0
"ph",1982,398,0
"ph",1982,399,0
"ph",1982,400,0
"ph",1982,401,0
"ph",1982,402,0
"ph",1982,403,0
"ph",1982,404,0
"ph",1982,405,0
"ph",1982,406,0
"ph",1982,407,0
"ph",1982,408,0
"ph",1982,409,0
"ph",1982,410,0
"ph",1982,411,0
"ph",1982,412,0
"ph",1982,413,0
"ph",1982,414,0
"ph",1982,415,0
"ph",1982,416,0
"ph",1982,417,0
"ph",1982,418,0
"ph",1982,419,0
"ph",1982,420,0
"ph",1982,421,0
"ph",1982,422,0
"ph",1982,423,0
"ph",1982,424,0
"ph",1982,425,0
"ph",1982,426,0
"ph",1982,427,0
"ph",1982,428,0
"ph",1982,429,0
"ph",1982,430,0
"ph",1982,431,0
"ph",1982,432,0
"ph",1982,433,0
"ph",1982,434,0
"ph",1982,435,0
"su",1982,1,0
"su",1982,2,0
"su",1982,3,0
"su",1982,4,0
"su",1982,5,0
"su",1982,6,0
"su",1982,7,0
"su",1982,8,0
"su",1982,9,0
"su",1982,10,0
"su",1982,11,0
"su",1982,12,0
"su",1982,13,0
"su",1982,14,0
"su",1982,15,0
"su",1982,16,0
"su",1982,17,0
"su",1982,18,0
"su",1982,19,0
"su",1982,20,0
"su",1982,21,0
"su",1982,22,0
"su",1982,23,0
"su",1982,24,0
"su",1982,25,0
"su",1982,26,0
"su",1982,27,0
"su",1982,28,0
"su",1982,29,0
"su",1982,30,0
"su",1982,31,0
"su",1982,32,0
"su",1982,33,0
"su",1982,34,0
"su",1982,35,0
"su",1982,36,0
"su",1982,37,0
"su",1982,38,0
"su",1982,39,0
"su",1982,40,0
"su",1982,41,0
"su",1982,42,0
"su",1982,43,0
"su",1982,44,0
"su",1982,45,0
"su",1982,46,0
"su",1982,47,0
"su",1982,48,0
"su",1982,49,0
"su",1982,50,0
"su",1982,51,0
"su",1982,52,0
"su",1982,53,0
"su",1982,54,0
"su",1982,55,0
"su",1982,56,0
"su",1982,57,0
"su",1982,58,0
"su",1982,59,0
"su",1982,60,0
"su",1982,61,0
"su",1982,62,0
"su",1982,63,0
"su",1982,64,0
"su",1982,65,0
"su",1982,66,0
"su",1982,67,0
"su",1982,68,0
"su",1982,69,0
"su",1982,70,0
"su",1982,71,0
"su",1982,72,0
"su",1982,73,0.000430995468722496
"su",1982,74,0.0178892666553014
"su",1982,75,0.0384405237143089
"su",1982,76,0.0396208080216592
"su",1982,77,0.0437492894847141
"su",1982,78,0.0395156594756416
"su",1982,79,0.0384327541221276
"su",1982,80,0.0540211244519052
"su",1982,81,0.0889184846746022
"su",1982,82,0.116810004505547
"su",1982,83,0.144908808099003
"su",1982,84,0.170786339576195
"su",1982,85,0.195341723543145
"su",1982,86,0.214868305955174
"su",1982,87,0.239268121066878
"su",1982,88,0.2683116570197
"su",1982,89,0.267123699747343
"su",1982,90,0.282656860212388
"su",1982,91,0.292088689184851
"su",1982,92,0.283756384594317
"su",1982,93,0.293454370530486
"su",1982,94,0.348153826723821
"su",1982,95,0.380324858585186
"su",1982,96,0.400613267834721
"su",1982,97,0.417543492150872
"su",1982,98,0.436836462012026
"su",1982,99,0.460954069820455
"su",1982,100,0.490683498206019
"su",1982,101,0.552996608756317
"su",1982,102,0.611834638221947
"su",1982,103,0.639500066194681
"su",1982,104,0.654743784767575
"su",1982,105,0.673089584828142
"su",1982,106,0.697948396201039
"su",1982,107,0.711259553603443
"su",1982,108,0.7153287308973
"su",1982,109,0.724487865650203
"su",1982,110,0.73264196713559
"su",1982,111,0.733416606504571
"su",1982,112,0.731899472307908
"su",1982,113,0.733504984337094
"su",1982,114,0.74968657706431
"su",1982,115,0.754591553600307
"su",1982,116,0.755628630744118
"su",1982,117,0.76524444936234
"su",1982,118,0.776906519165356
"su",1982,119,0.772569492493106
"su",1982,120,0.761783726016875
"su",1982,121,0.747465919688759
"su",1982,122,0.747916080891428
"su",1982,123,0.764802789797954
"su",1982,124,0.772284493950404
"su",1982,125,0.772897778478664
"su",1982,126,0.769838264877036
"su",1982,127,0.772900543140566
"su",1982,128,0.771996507028221
"su",1982,129,0.773019917608794
"su",1982,130,0.76809451527985
"su",1982,131,0.763981498977299
"su",1982,132,0.773935993518945
"su",1982,133,0.779886914146277
"su",1982,134,0.778538423179237
"su",1982,135,0.773251222150661
"su",1982,136,0.777346380760839
"su",1982,137,0.782364916997253
"su",1982,138,0.782549703874673
"su",1982,139,0.788841623862373
"su",1982,140,0.790641717102779
"su",1982,141,0.78492584709357
"su",1982,142,0.784129211368425
"su",1982,143,0.784466019418259
"su",1982,144,0.787286066043687
"su",1982,145,0.793387141879431
"su",1982,146,0.793699333279328
"su",1982,147,0.796786267345964
"su",1982,148,0.804944613386142
"su",1982,149,0.819327483098239
"su",1982,150,0.824279228107784
"su",1982,151,0.818742836412772
"su",1982,152,0.821907920924299
"su",1982,153,0.827181686762592
"su",1982,154,0.823473777273104
"su",1982,155,0.819781146456061
"su",1982,156,0.825663193131995
"su",1982,157,0.828623586386448
"su",1982,158,0.828887622726045
"su",1982,159,0.835037019584172
"su",1982,160,0.839554064215156
"su",1982,161,0.834135966010133
"su",1982,162,0.8284274537344
"su",1982,163,0.837207804690025
"su",1982,164,0.842976655503178
"su",1982,165,0.84464768234857
"su",1982,166,0.845526995323768
"su",1982,167,0.845724907063197
"su",1982,168,0.848237035381389
"su",1982,169,0.852834178254122
"su",1982,170,0.866123327816797
"su",1982,171,0.877373038669905
"su",1982,172,0.879909880105308
"su",1982,173,0.885184317878484
"su",1982,174,0.891030548166971
"su",1982,175,0.892569095550422
"su",1982,176,0.88888888888931
"su",1982,177,0.893218930494608
"su",1982,178,0.900469792582141
"su",1982,179,0.907962153547272
"su",1982,180,0.913567315245227
"su",1982,181,0.914518552658045
"su",1982,182,0.923652917909626
"su",1982,183,0.945402064144318
"su",1982,184,0.963303839524829
"su",1982,185,0.968422076054924
"su",1982,186,0.966650343696615
"su",1982,187,0.96875631928965
"su",1982,188,0.977667231738109
"su",1982,189,0.993995000913831
"su",1982,190,0.999994494515811
"su",1982,191,0.997774559121579
"su",1982,192,0.983511450397398
"su",1982,193,0.9813705005908
"su",1982,194,0.988782535337724
"su",1982,195,0.985699798699763
"su",1982,196,0.985534858097599
"su",1982,197,0.985559566787041
"su",1982,198,0.989140191132624
"su",1982,199,0.995895115242029
"su",1982,200,0.999977455099583
"su",1982,201,0.99254259530762
"su",1982,202,0.975321653407993
"su",1982,203,0.963793115695025
"su",1982,204,0.955231916095727
"su",1982,205,0.950448610422299
"su",1982,206,0.944326337808972
"su",1982,207,0.940109991911132
"su",1982,208,0.928702121963941
"su",1982,209,0.9199351591544
"su",1982,210,0.915062228169645
"su",1982,211,0.910178993830249
"su",1982,212,0.893656222351822
"su",1982,213,0.858887987411123
"su",1982,214,0.84345229367401
"su",1982,215,0.840015426455873
"su",1982,216,0.81545248332778
"su",1982,217,0.767313621636772
"su",1982,218,0.732661588028509
"su",1982,219,0.709469550138949
"su",1982,220,0.704195508662071
"su",1982,221,0.718261585934363
"su",1982,222,0.675261337039245
"su",1982,223,0.644317783001733
"su",1982,224,0.645281593005553
"su",1982,225,0.621446425563798
"su",1982,226,0.589071624132709
"su",1982,227,0.574182256543608
"su",1982,228,0.542912755252012
"su",1982,229,0.536534314272193
"su",1982,230,0.579860598959834
"su",1982,231,0.571324835437487
"su",1982,232,0.557027903387721
"su",1982,233,0.525872345885894
"su",1982,234,0.512138764837277
"su",1982,235,0.511767463343892
"su",1982,236,0.486686228614094
"su",1982,237,0.473421080180463
"su",1982,238,0.456130605515012
"su",1982,239,0.440884386018791
"su",1982,240,0.437282107865427
"su",1982,241,0.39509110970883
"su",1982,242,0.349425748851578
"su",1982,243,0.348489553550302
"su",1982,244,0.349101186452185
"su",1982,245,0.314725201487585
"su",1982,246,0.290124520688001
"su",1982,247,0.287058045445461
"su",1982,248,0.274618384774445
"su",1982,249,0.266874025357002
"su",1982,250,0.265453918384222
"su",1982,251,0.267722232615861
"su",1982,252,0.270355245992953
"su",1982,253,0.271284560691576
"su",1982,254,0.264526094986718
"su",1982,255,0.252854405173909
"su",1982,256,0.235045029383178
"su",1982,257,0.23015450404872
"su",1982,258,0.231570288147767
"su",1982,259,0.220956032149098
"su",1982,260,0.171090314187587
"su",1982,261,0.148067703180122
"su",1982,262,0.123100362646309
"su",1982,263,0.0835399642178437
"su",1982,264,0.0575389677074158
"su",1982,265,0.0453626649738172
"su",1982,266,0.0307594390511172
"su",1982,267,0.026426314135268
"su",1982,268,0.0286646930567228
"su",1982,269,0.0317591407032012
"su",1982,270,0.0220050812167402
"su",1982,271,0.00721799380653799
"su",1982,272,4.59744260087963e-05
"su",1982,273,0
"su",1982,274,0
"su",1982,275,0
"su",1982,276,0
"su",1982,277,0
"su",1982,278,0
"su",1982,279,0
"su",1982,280,0
"su",1982,281,0
"su",1982,282,0
"su",1982,283,0
"su",1982,284,0
"su",1982,285,0
"su",1982,286,0
"su",1982,287,0
"su",1982,288,0
"su",1982,289,0
"su",1982,290,0
"su",1982,291,0
"su",1982,292,0
"su",1982,293,0
"su",1982,294,0
"su",1982,295,0
"su",1982,296,0
"su",1982,297,0
"su",1982,298,0
"su",1982,299,0
"su",1982,300,0
"su",1982,301,0
"su",1982,302,0
"su",1982,303,0
"su",1982,304,0
"su",1982,305,0
"su",1982,306,0
"su",1982,307,0
"su",1982,308,0
"su",1982,309,0
"su",1982,310,0
"su",1982,311,0
"su",1982,312,0
"su",1982,313,0
"su",1982,314,0
"su",1982,315,0
"su",1982,316,0
"su",1982,317,0
"su",1982,318,0
"su",1982,319,0
"su",1982,320,0
"su",1982,321,0
"su",1982,322,0
"su",1982,323,0
"su",1982,324,0
"su",1982,325,0
"su",1982,326,0
"su",1982,327,0
"su",1982,328,0
"su",1982,329,0
"su",1982,330,0
"su",1982,331,0
"su",1982,332,0
"su",1982,333,0
"su",1982,334,0
"su",1982,335,0
"su",1982,336,0
"su",1982,337,0
"su",1982,338,0
"su",1982,339,0
"su",1982,340,0
"su",1982,341,0
"su",1982,342,0
"su",1982,343,0
"su",1982,344,0
"su",1982,345,0
"su",1982,346,0
"su",1982,347,0
"su",1982,348,0
"su",1982,349,0
"su",1982,350,0
"su",1982,351,0
"su",1982,352,0
"su",1982,353,0
"su",1982,354,0
"su",1982,355,0
"su",1982,356,0
"su",1982,357,0
"su",1982,358,0
"su",1982,359,0
"su",1982,360,0
"su",1982,361,0
"su",1982,362,0
"su",1982,363,0
"su",1982,364,0
"su",1982,365,0
"su",1982,366,0
"su",1982,367,0
"su",1982,368,0
"su",1982,369,0
"su",1982,370,0
"su",1982,371,0
"su",1982,372,0
"su",1982,373,0
"su",1982,374,0
"su",1982,375,0
"su",1982,376,0
"su",1982,377,0
"su",1982,378,0
"su",1982,379,0
"su",1982,380,0
"su",1982,381,0
"su",1982,382,0
"su",1982,383,0
"su",1982,384,0
"su",1982,385,0
"su",1982,386,0
"su",1982,387,0
"su",1982,388,0
"su",1982,389,0
"su",1982,390,0
"su",1982,391,0
"su",1982,392,0
"su",1982,393,0
"su",1982,394,0
"su",1982,395,0
"su",1982,396,0
"su",1982,397,0
"su",1982,398,0
"su",1982,399,0
"su",1982,400,0
"su",1982,401,0
"su",1982,402,0
"su",1982,403,0
"su",1982,404,0
"su",1982,405,0
"su",1982,406,0
"su",1982,407,0
"su",1982,408,0
"su",1982,409,0
"su",1982,410,0
"su",1982,411,0
"su",1982,412,0
"su",1982,413,0
"su",1982,414,0
"su",1982,415,0
"su",1982,416,0
"su",1982,417,0
"su",1982,418,0
"su",1982,419,0
"su",1982,420,0
"su",1982,421,0
"su",1982,422,0
"su",1982,423,0
"su",1982,424,0
"su",1982,425,0
"su",1982,426,0
"su",1982,427,0
"su",1982,428,0
"su",1982,429,0
"su",1982,430,0
"su",1982,431,0
"su",1982,432,0
"su",1982,433,0
"su",1982,434,0
"su",1982,435,0
"sp",1982,1,0
"sp",1982,2,0
"sp",1982,3,0
"sp",1982,4,0
"sp",1982,5,0
"sp",1982,6,0
"sp",1982,7,0
"sp",1982,8,0
"sp",1982,9,0
"sp",1982,10,0
"sp",1982,11,0
"sp",1982,12,0
"sp",1982,13,0
"sp",1982,14,0
"sp",1982,15,0
"sp",1982,16,0
"sp",1982,17,0
"sp",1982,18,0
"sp",1982,19,0
"sp",1982,20,0
"sp",1982,21,0
"sp",1982,22,0
"sp",1982,23,0
"sp",1982,24,0
"sp",1982,25,0
"sp",1982,26,0
"sp",1982,27,0
"sp",1982,28,0
"sp",1982,29,0
"sp",1982,30,0
"sp",1982,31,0
"sp",1982,32,0
"sp",1982,33,0
"sp",1982,34,0
"sp",1982,35,0
"sp",1982,36,0
"sp",1982,37,0
"sp",1982,38,0
"sp",1982,39,0
"sp",1982,40,0
"sp",1982,41,0
"sp",1982,42,0
"sp",1982,43,0
"sp",1982,44,0
"sp",1982,45,0
"sp",1982,46,0
"sp",1982,47,0
"sp",1982,48,0
"sp",1982,49,0
"sp",1982,50,0
"sp",1982,51,0
"sp",1982,52,0
"sp",1982,53,0
"sp",1982,54,0
"sp",1982,55,0
"sp",1982,56,0
"sp",1982,57,0
"sp",1982,58,0
"sp",1982,59,0
"sp",1982,60,0
"sp",1982,61,0
"sp",1982,62,0
"sp",1982,63,0
"sp",1982,64,0
"sp",1982,65,0
"sp",1982,66,0
"sp",1982,67,0
"sp",1982,68,0
"sp",1982,69,0
"sp",1982,70,0
"sp",1982,71,0
"sp",1982,72,0
"sp",1982,73,0
"sp",1982,74,0
"sp",1982,75,0
"sp",1982,76,0
"sp",1982,77,0
"sp",1982,78,0
"sp",1982,79,0
"sp",1982,80,0
"sp",1982,81,0
"sp",1982,82,0
"sp",1982,83,0
"sp",1982,84,0
"sp",1982,85,0
"sp",1982,86,0
"sp",1982,87,0
"sp",1982,88,0
"sp",1982,89,0
"sp",1982,90,0
"sp",1982,91,0
"sp",1982,92,0
"sp",1982,93,0
"sp",1982,94,0
"sp",1982,95,0
"sp",1982,96,0
"sp",1982,97,0
"sp",1982,98,0
"sp",1982,99,0
"sp",1982,100,0
"sp",1982,101,0
"sp",1982,102,0
"sp",1982,103,0
"sp",1982,104,0
"sp",1982,105,0
"sp",1982,106,0
"sp",1982,107,0
"sp",1982,108,0
"sp",1982,109,0
"sp",1982,110,0
"sp",1982,111,0
"sp",1982,112,0
"sp",1982,113,0
"sp",1982,114,0
"sp",1982,115,0
"sp",1982,116,0
"sp",1982,117,0
"sp",1982,118,0
"sp",1982,119,0
"sp",1982,120,0
"sp",1982,121,0
"sp",1982,122,0
"sp",1982,123,0
"sp",1982,124,0
"sp",1982,125,0
"sp",1982,126,0
"sp",1982,127,0
"sp",1982,128,0
"sp",1982,129,0
"sp",1982,130,0
"sp",1982,131,0
"sp",1982,132,0
"sp",1982,133,0
"sp",1982,134,0
"sp",1982,135,0
"sp",1982,136,0
"sp",1982,137,0
"sp",1982,138,0
"sp",1982,139,0
"sp",1982,140,0
"sp",1982,141,0
"sp",1982,142,0
"sp",1982,143,0
"sp",1982,144,0
"sp",1982,145,0
"sp",1982,146,0
"sp",1982,147,0
"sp",1982,148,0
"sp",1982,149,0
"sp",1982,150,0
"sp",1982,151,0
"sp",1982,152,0
"sp",1982,153,0
"sp",1982,154,0
"sp",1982,155,0
"sp",1982,156,0
"sp",1982,157,0
"sp",1982,158,0
"sp",1982,159,0
"sp",1982,160,0
"sp",1982,161,0
"sp",1982,162,0
"sp",1982,163,0
"sp",1982,164,0
"sp",1982,165,0
"sp",1982,166,0
"sp",1982,167,0
"sp",1982,168,0
"sp",1982,169,0
"sp",1982,170,0
"sp",1982,171,0
"sp",1982,172,0
"sp",1982,173,0
"sp",1982,174,0
"sp",1982,175,0
"sp",1982,176,0
"sp",1982,177,0
"sp",1982,178,0
"sp",1982,179,0
"sp",1982,180,0
"sp",1982,181,0
"sp",1982,182,0
"sp",1982,183,0
"sp",1982,184,0
"sp",1982,185,0
"sp",1982,186,0
"sp",1982,187,0
"sp",1982,188,0
"sp",1982,189,0
"sp",1982,190,0
"sp",1982,191,0
"sp",1982,192,0
"sp",1982,193,0
"sp",1982,194,0
"sp",1982,195,0
"sp",1982,196,0
"sp",1982,197,0
"sp",1982,198,0
"sp",1982,199,0
"sp",1982,200,0
"sp",1982,201,0
"sp",1982,202,0
"sp",1982,203,0
"sp",1982,204,0
"sp",1982,205,0
"sp",1982,206,0
"sp",1982,207,0
"sp",1982,208,0
"sp",1982,209,0
"sp",1982,210,0
"sp",1982,211,0
"sp",1982,212,0
"sp",1982,213,0
"sp",1982,214,0
"sp",1982,215,0
"sp",1982,216,0
"sp",1982,217,0
"sp",1982,218,0
"sp",1982,219,0
"sp",1982,220,0
"sp",1982,221,0
"sp",1982,222,0
"sp",1982,223,0
"sp",1982,224,0
"sp",1982,225,0
"sp",1982,226,0
"sp",1982,227,0
"sp",1982,228,0
"sp",1982,229,0
"sp",1982,230,0
"sp",1982,231,0
"sp",1982,232,0
"sp",1982,233,0
"sp",1982,234,0
"sp",1982,235,0
"sp",1982,236,0
"sp",1982,237,0
"sp",1982,238,0
"sp",1982,239,0
"sp",1982,240,0
"sp",1982,241,0
"sp",1982,242,0
"sp",1982,243,0
"sp",1982,244,0
"sp",1982,245,0
"sp",1982,246,0
"sp",1982,247,0
"sp",1982,248,0
"sp",1982,249,0
"sp",1982,250,0
"sp",1982,251,0
"sp",1982,252,0
"sp",1982,253,0
"sp",1982,254,0
"sp",1982,255,0
"sp",1982,256,0
"sp",1982,257,0
"sp",1982,258,0
"sp",1982,259,0
"sp",1982,260,0
"sp",1982,261,0
